"","ensembl_gene_id_version","gene_biotype"
"52506","ENSG00000260078.6","transcribed_unprocessed_pseudogene"
"52507","ENSG00000213483.4","processed_pseudogene"
"52508","ENSG00000260549.5","transcribed_unprocessed_pseudogene"
"52509","ENSG00000105825.14","protein_coding"
"52510","ENSG00000262587.5","transcribed_unprocessed_pseudogene"
"52511","ENSG00000284649.3","transcribed_unprocessed_pseudogene"
"52512","ENSG00000261556.11","transcribed_unprocessed_pseudogene"
"52513","ENSG00000067182.9","protein_coding"
"52514","ENSG00000304058.1","lncRNA"
"52515","ENSG00000215154.8","transcribed_unprocessed_pseudogene"
"52516","ENSG00000103495.15","protein_coding"
"52517","ENSG00000304072.1","lncRNA"
"52518","ENSG00000127920.6","protein_coding"
"52519","ENSG00000304091.1","lncRNA"
"52520","ENSG00000286474.2","lncRNA"
"52521","ENSG00000278959.1","TEC"
"52522","ENSG00000105829.13","protein_coding"
"52523","ENSG00000304113.1","lncRNA"
"52524","ENSG00000304128.1","lncRNA"
"52525","ENSG00000235494.3","lncRNA"
"52526","ENSG00000249020.1","snoRNA"
"52527","ENSG00000251447.1","unprocessed_pseudogene"
"52528","ENSG00000265859.1","miRNA"
"52529","ENSG00000240854.1","processed_pseudogene"
"52530","ENSG00000237009.3","lncRNA"
"52531","ENSG00000304236.1","lncRNA"
"52532","ENSG00000289356.2","lncRNA"
"52533","ENSG00000196353.13","protein_coding"
"52534","ENSG00000304245.1","lncRNA"
"52535","ENSG00000304253.1","lncRNA"
"52536","ENSG00000304289.1","lncRNA"
"52537","ENSG00000304293.1","lncRNA"
"52538","ENSG00000304312.1","lncRNA"
"52539","ENSG00000252041.1","rRNA_pseudogene"
"52540","ENSG00000122585.8","protein_coding"
"52541","ENSG00000201013.1","misc_RNA"
"52542","ENSG00000304317.1","lncRNA"
"52543","ENSG00000304343.1","lncRNA"
"52544","ENSG00000290586.2","lncRNA"
"52545","ENSG00000285960.1","lncRNA"
"52546","ENSG00000172115.9","protein_coding"
"52547","ENSG00000183091.21","protein_coding"
"52548","ENSG00000153790.12","protein_coding"
"52549","ENSG00000286947.1","lncRNA"
"52550","ENSG00000274654.1","lncRNA"
"52551","ENSG00000273925.1","lncRNA"
"52552","ENSG00000259216.2","processed_pseudogene"
"52553","ENSG00000116750.14","protein_coding"
"52554","ENSG00000281005.2","lncRNA"
"52555","ENSG00000259469.1","lncRNA"
"52556","ENSG00000261333.2","processed_pseudogene"
"52557","ENSG00000290183.1","protein_coding"
"52558","ENSG00000181827.16","protein_coding"
"52559","ENSG00000006194.11","protein_coding"
"52560","ENSG00000202358.1","snRNA"
"52561","ENSG00000105726.17","protein_coding"
"52562","ENSG00000174799.12","protein_coding"
"52563","ENSG00000304350.1","lncRNA"
"52564","ENSG00000304356.1","lncRNA"
"52565","ENSG00000304377.1","lncRNA"
"52566","ENSG00000213798.3","processed_pseudogene"
"52567","ENSG00000230262.10","lncRNA"
"52568","ENSG00000197006.15","protein_coding"
"52569","ENSG00000105954.2","protein_coding"
"52570","ENSG00000261072.2","processed_pseudogene"
"52571","ENSG00000285716.1","lncRNA"
"52572","ENSG00000275417.1","lncRNA"
"52573","ENSG00000202233.2","snoRNA"
"52574","ENSG00000238058.3","lncRNA"
"52575","ENSG00000199784.1","snRNA"
"52576","ENSG00000234922.1","processed_pseudogene"
"52577","ENSG00000261174.2","processed_pseudogene"
"52578","ENSG00000293687.1","transcribed_processed_pseudogene"
"52579","ENSG00000260382.1","processed_pseudogene"
"52580","ENSG00000182487.14","transcribed_unprocessed_pseudogene"
"52581","ENSG00000122643.24","protein_coding"
"52582","ENSG00000198690.10","protein_coding"
"52583","ENSG00000230185.8","lncRNA"
"52584","ENSG00000029153.15","protein_coding"
"52585","ENSG00000290817.1","lncRNA"
"52586","ENSG00000290675.1","lncRNA"
"52587","ENSG00000274460.2","lncRNA"
"52588","ENSG00000304436.1","lncRNA"
"52589","ENSG00000269929.7","lncRNA"
"52590","ENSG00000185716.12","protein_coding"
"52591","ENSG00000154556.20","protein_coding"
"52592","ENSG00000255202.1","lncRNA"
"52593","ENSG00000205177.7","protein_coding"
"52594","ENSG00000110429.14","protein_coding"
"52595","ENSG00000234457.1","processed_pseudogene"
"52596","ENSG00000304450.1","lncRNA"
"52597","ENSG00000260070.1","lncRNA"
"52598","ENSG00000175267.15","protein_coding"
"52599","ENSG00000288586.2","lncRNA"
"52600","ENSG00000164542.13","protein_coding"
"52601","ENSG00000235448.4","lncRNA"
"52602","ENSG00000304460.1","lncRNA"
"52603","ENSG00000304486.1","lncRNA"
"52604","ENSG00000289166.2","lncRNA"
"52605","ENSG00000181896.12","protein_coding"
"52606","ENSG00000243188.1","unprocessed_pseudogene"
"52607","ENSG00000271283.1","processed_pseudogene"
"52608","ENSG00000241634.1","processed_pseudogene"
"52609","ENSG00000270402.1","processed_pseudogene"
"52610","ENSG00000202379.1","snoRNA"
"52611","ENSG00000276763.1","processed_pseudogene"
"52612","ENSG00000105708.9","protein_coding"
"52613","ENSG00000304528.1","lncRNA"
"52614","ENSG00000201432.1","misc_RNA"
"52615","ENSG00000227150.2","lncRNA"
"52616","ENSG00000145198.15","protein_coding"
"52617","ENSG00000011426.11","protein_coding"
"52618","ENSG00000304547.1","lncRNA"
"52619","ENSG00000064547.14","protein_coding"
"52620","ENSG00000304572.1","lncRNA"
"52621","ENSG00000304582.1","lncRNA"
"52622","ENSG00000304586.1","lncRNA"
"52623","ENSG00000261628.1","unprocessed_pseudogene"
"52624","ENSG00000166912.17","protein_coding"
"52625","ENSG00000224020.4","lncRNA"
"52626","ENSG00000008988.11","protein_coding"
"52627","ENSG00000229257.3","lncRNA"
"52628","ENSG00000249089.1","unprocessed_pseudogene"
"52629","ENSG00000125744.12","protein_coding"
"52630","ENSG00000286809.1","lncRNA"
"52631","ENSG00000304611.1","lncRNA"
"52632","ENSG00000183921.8","protein_coding"
"52633","ENSG00000224945.1","lncRNA"
"52634","ENSG00000165671.22","protein_coding"
"52635","ENSG00000287739.1","lncRNA"
"52636","ENSG00000208017.3","miRNA"
"52637","ENSG00000275329.2","lncRNA"
"52638","ENSG00000157322.18","protein_coding"
"52639","ENSG00000173421.17","protein_coding"
"52640","ENSG00000253586.1","lncRNA"
"52641","ENSG00000253829.1","lncRNA"
"52642","ENSG00000255161.1","processed_pseudogene"
"52643","ENSG00000169499.15","protein_coding"
"52644","ENSG00000279000.4","protein_coding"
"52645","ENSG00000171889.8","lncRNA"
"52646","ENSG00000172362.4","protein_coding"
"52647","ENSG00000212526.1","snRNA"
"52648","ENSG00000259720.2","lncRNA"
"52649","ENSG00000176742.3","protein_coding"
"52650","ENSG00000207702.1","miRNA"
"52651","ENSG00000280314.4","protein_coding"
"52652","ENSG00000187806.9","protein_coding"
"52653","ENSG00000288971.1","lncRNA"
"52654","ENSG00000119242.9","protein_coding"
"52655","ENSG00000172457.7","protein_coding"
"52656","ENSG00000145545.13","protein_coding"
"52657","ENSG00000144821.11","protein_coding"
"52658","ENSG00000133805.16","protein_coding"
"52659","ENSG00000271072.1","processed_pseudogene"
"52660","ENSG00000261187.1","lncRNA"
"52661","ENSG00000237400.1","lncRNA"
"52662","ENSG00000136250.13","protein_coding"
"52663","ENSG00000213614.11","protein_coding"
"52664","ENSG00000235169.11","protein_coding"
"52665","ENSG00000270130.1","lncRNA"
"52666","ENSG00000229311.2","lncRNA"
"52667","ENSG00000270048.1","lncRNA"
"52668","ENSG00000269997.1","lncRNA"
"52669","ENSG00000269938.1","lncRNA"
"52670","ENSG00000270061.1","lncRNA"
"52671","ENSG00000270095.1","lncRNA"
"52672","ENSG00000169495.5","protein_coding"
"52673","ENSG00000179195.16","protein_coding"
"52674","ENSG00000175611.15","lncRNA"
"52675","ENSG00000116514.17","protein_coding"
"52676","ENSG00000205571.15","protein_coding"
"52677","ENSG00000169490.17","protein_coding"
"52678","ENSG00000125741.6","protein_coding"
"52679","ENSG00000240498.10","lncRNA"
"52680","ENSG00000177464.5","protein_coding"
"52681","ENSG00000207199.1","snoRNA"
"52682","ENSG00000284544.1","miRNA"
"52683","ENSG00000018869.18","protein_coding"
"52684","ENSG00000197140.15","protein_coding"
"52685","ENSG00000274874.2","lncRNA"
"52686","ENSG00000256827.1","processed_pseudogene"
"52687","ENSG00000275389.1","lncRNA"
"52688","ENSG00000275967.1","miRNA"
"52689","ENSG00000255965.1","processed_pseudogene"
"52690","ENSG00000135519.8","protein_coding"
"52691","ENSG00000162419.13","protein_coding"
"52692","ENSG00000230539.1","lncRNA"
"52693","ENSG00000272984.1","lncRNA"
"52694","ENSG00000229424.1","lncRNA"
"52695","ENSG00000226232.9","transcribed_unprocessed_pseudogene"
"52696","ENSG00000235728.1","lncRNA"
"52697","ENSG00000114631.11","protein_coding"
"52698","ENSG00000225739.1","processed_pseudogene"
"52699","ENSG00000278848.3","protein_coding"
"52700","ENSG00000106211.11","protein_coding"
"52701","ENSG00000196605.7","protein_coding"
"52702","ENSG00000282927.1","processed_pseudogene"
"52703","ENSG00000262090.1","processed_pseudogene"
"52704","ENSG00000260626.1","lncRNA"
"52705","ENSG00000261405.3","transcribed_unprocessed_pseudogene"
"52706","ENSG00000260518.3","transcribed_unprocessed_pseudogene"
"52707","ENSG00000261580.1","processed_pseudogene"
"52708","ENSG00000270467.1","IG_V_gene"
"52709","ENSG00000114626.18","protein_coding"
"52710","ENSG00000261153.2","processed_pseudogene"
"52711","ENSG00000178397.13","protein_coding"
"52712","ENSG00000271178.1","IG_V_gene"
"52713","ENSG00000259680.5","protein_coding"
"52714","ENSG00000158604.16","protein_coding"
"52715","ENSG00000270924.1","unprocessed_pseudogene"
"52716","ENSG00000187778.14","protein_coding"
"52717","ENSG00000271691.1","unprocessed_pseudogene"
"52718","ENSG00000260312.1","lncRNA"
"52719","ENSG00000270318.1","IG_V_pseudogene"
"52720","ENSG00000260525.1","unprocessed_pseudogene"
"52721","ENSG00000177951.18","protein_coding"
"52722","ENSG00000260781.2","transcribed_unprocessed_pseudogene"
"52723","ENSG00000154222.15","protein_coding"
"52724","ENSG00000197766.9","protein_coding"
"52725","ENSG00000214300.8","protein_coding"
"52726","ENSG00000290419.1","lncRNA"
"52727","ENSG00000271620.1","IG_V_pseudogene"
"52728","ENSG00000261607.1","unprocessed_pseudogene"
"52729","ENSG00000259842.2","unprocessed_pseudogene"
"52730","ENSG00000237357.3","lncRNA"
"52731","ENSG00000285151.1","lncRNA"
"52732","ENSG00000253492.1","unprocessed_pseudogene"
"52733","ENSG00000198373.13","protein_coding"
"52734","ENSG00000146666.5","lncRNA"
"52735","ENSG00000136275.10","lncRNA"
"52736","ENSG00000113448.21","protein_coding"
"52737","ENSG00000136273.14","protein_coding"
"52738","ENSG00000109452.13","protein_coding"
"52739","ENSG00000148935.12","protein_coding"
"52740","ENSG00000115275.15","protein_coding"
"52741","ENSG00000105639.21","protein_coding"
"52742","ENSG00000225564.7","lncRNA"
"52743","ENSG00000187715.13","protein_coding"
"52744","ENSG00000304786.1","lncRNA"
"52745","ENSG00000304822.1","lncRNA"
"52746","ENSG00000304828.1","lncRNA"
"52747","ENSG00000201210.1","rRNA_pseudogene"
"52748","ENSG00000222627.1","snRNA"
"52749","ENSG00000290538.2","lncRNA"
"52750","ENSG00000239608.1","lncRNA"
"52751","ENSG00000115590.14","protein_coding"
"52752","ENSG00000074416.16","protein_coding"
"52753","ENSG00000227518.6","lncRNA"
"52754","ENSG00000221989.3","protein_coding"
"52755","ENSG00000290815.1","lncRNA"
"52756","ENSG00000265479.8","lncRNA"
"52757","ENSG00000304867.1","lncRNA"
"52758","ENSG00000304884.1","lncRNA"
"52759","ENSG00000230815.2","lncRNA"
"52760","ENSG00000304908.1","lncRNA"
"52761","ENSG00000173406.16","protein_coding"
"52762","ENSG00000287551.2","lncRNA"
"52763","ENSG00000304973.1","lncRNA"
"52764","ENSG00000304985.1","lncRNA"
"52765","ENSG00000305014.1","lncRNA"
"52766","ENSG00000305015.1","lncRNA"
"52767","ENSG00000186676.3","processed_pseudogene"
"52768","ENSG00000243095.1","processed_pseudogene"
"52769","ENSG00000253160.1","processed_pseudogene"
"52770","ENSG00000286322.3","lncRNA"
"52771","ENSG00000260838.3","lncRNA"
"52772","ENSG00000224899.2","lncRNA"
"52773","ENSG00000147601.15","protein_coding"
"52774","ENSG00000293695.1","lncRNA"
"52775","ENSG00000205898.3","processed_pseudogene"
"52776","ENSG00000219445.3","lncRNA"
"52777","ENSG00000213291.3","processed_pseudogene"
"52778","ENSG00000234071.1","processed_pseudogene"
"52779","ENSG00000227847.1","processed_pseudogene"
"52780","ENSG00000188486.4","protein_coding"
"52781","ENSG00000106404.14","protein_coding"
"52782","ENSG00000134817.12","protein_coding"
"52783","ENSG00000305061.1","lncRNA"
"52784","ENSG00000149305.8","protein_coding"
"52785","ENSG00000236403.3","lncRNA"
"52786","ENSG00000222488.1","snRNA"
"52787","ENSG00000105640.13","protein_coding"
"52788","ENSG00000272254.1","lncRNA"
"52789","ENSG00000137563.13","protein_coding"
"52790","ENSG00000138442.11","protein_coding"
"52791","ENSG00000180353.11","protein_coding"
"52792","ENSG00000290985.1","lncRNA"
"52793","ENSG00000197147.15","protein_coding"
"52794","ENSG00000291267.1","lncRNA"
"52795","ENSG00000214253.9","protein_coding"
"52796","ENSG00000290986.1","lncRNA"
"52797","ENSG00000291269.1","lncRNA"
"52798","ENSG00000305069.1","lncRNA"
"52799","ENSG00000305087.1","lncRNA"
"52800","ENSG00000189195.15","protein_coding"
"52801","ENSG00000234740.2","lncRNA"
"52802","ENSG00000010810.18","protein_coding"
"52803","ENSG00000110844.14","protein_coding"
"52804","ENSG00000261536.2","unprocessed_pseudogene"
"52805","ENSG00000290644.2","lncRNA"
"52806","ENSG00000185201.18","protein_coding"
"52807","ENSG00000260414.1","processed_pseudogene"
"52808","ENSG00000260419.1","lncRNA"
"52809","ENSG00000205457.12","protein_coding"
"52810","ENSG00000104218.16","protein_coding"
"52811","ENSG00000207454.1","snRNA"
"52812","ENSG00000128581.17","protein_coding"
"52813","ENSG00000260933.1","processed_pseudogene"
"52814","ENSG00000278994.1","TEC"
"52815","ENSG00000276484.1","unprocessed_pseudogene"
"52816","ENSG00000207166.1","snoRNA"
"52817","ENSG00000214940.9","protein_coding"
"52818","ENSG00000279617.1","TEC"
"52819","ENSG00000105641.4","protein_coding"
"52820","ENSG00000287041.1","lncRNA"
"52821","ENSG00000227890.1","processed_pseudogene"
"52822","ENSG00000140548.10","protein_coding"
"52823","ENSG00000285628.1","lncRNA"
"52824","ENSG00000116030.17","protein_coding"
"52825","ENSG00000205746.10","transcribed_unprocessed_pseudogene"
"52826","ENSG00000110200.9","protein_coding"
"52827","ENSG00000290386.1","lncRNA"
"52828","ENSG00000265871.1","miRNA"
"52829","ENSG00000273691.1","lncRNA"
"52830","ENSG00000259291.2","lncRNA"
"52831","ENSG00000305111.1","lncRNA"
"52832","ENSG00000276376.1","snRNA"
"52833","ENSG00000182054.10","protein_coding"
"52834","ENSG00000273613.1","miRNA"
"52835","ENSG00000277647.1","unprocessed_pseudogene"
"52836","ENSG00000254681.7","transcribed_unprocessed_pseudogene"
"52837","ENSG00000290971.2","lncRNA"
"52838","ENSG00000275391.1","miRNA"
"52839","ENSG00000291270.1","lncRNA"
"52840","ENSG00000058673.17","protein_coding"
"52841","ENSG00000243544.3","misc_RNA"
"52842","ENSG00000222057.1","snRNA"
"52843","ENSG00000289102.1","lncRNA"
"52844","ENSG00000206927.1","misc_RNA"
"52845","ENSG00000173226.17","protein_coding"
"52846","ENSG00000233272.1","processed_pseudogene"
"52847","ENSG00000257563.1","lncRNA"
"52848","ENSG00000288953.1","lncRNA"
"52849","ENSG00000266291.1","miRNA"
"52850","ENSG00000265776.1","miRNA"
"52851","ENSG00000257527.1","lncRNA"
"52852","ENSG00000266454.1","miRNA"
"52853","ENSG00000197857.16","protein_coding"
"52854","ENSG00000185164.15","protein_coding"
"52855","ENSG00000109794.14","protein_coding"
"52856","ENSG00000106278.12","protein_coding"
"52857","ENSG00000279980.1","TEC"
"52858","ENSG00000189430.13","protein_coding"
"52859","ENSG00000196391.11","protein_coding"
"52860","ENSG00000257964.1","lncRNA"
"52861","ENSG00000135436.8","protein_coding"
"52862","ENSG00000224463.1","processed_pseudogene"
"52863","ENSG00000055044.11","protein_coding"
"52864","ENSG00000259262.1","processed_pseudogene"
"52865","ENSG00000305205.1","lncRNA"
"52866","ENSG00000140575.13","protein_coding"
"52867","ENSG00000199237.1","snRNA"
"52868","ENSG00000258284.1","processed_pseudogene"
"52869","ENSG00000257243.1","processed_pseudogene"
"52870","ENSG00000258104.1","processed_pseudogene"
"52871","ENSG00000161791.14","protein_coding"
"52872","ENSG00000305240.1","lncRNA"
"52873","ENSG00000305253.1","lncRNA"
"52874","ENSG00000305268.1","lncRNA"
"52875","ENSG00000305315.1","lncRNA"
"52876","ENSG00000275012.1","processed_pseudogene"
"52877","ENSG00000305334.1","lncRNA"
"52878","ENSG00000305362.1","lncRNA"
"52879","ENSG00000145088.9","protein_coding"
"52880","ENSG00000285911.2","lncRNA"
"52881","ENSG00000022556.16","protein_coding"
"52882","ENSG00000305568.1","lncRNA"
"52883","ENSG00000228401.8","lncRNA"
"52884","ENSG00000163406.11","protein_coding"
"52885","ENSG00000305588.1","lncRNA"
"52886","ENSG00000305600.1","lncRNA"
"52887","ENSG00000212534.1","snoRNA"
"52888","ENSG00000212309.1","snoRNA"
"52889","ENSG00000231460.3","lncRNA"
"52890","ENSG00000271852.1","snoRNA"
"52891","ENSG00000238317.2","snoRNA"
"52892","ENSG00000264275.1","misc_RNA"
"52893","ENSG00000226261.1","processed_pseudogene"
"52894","ENSG00000272966.1","lncRNA"
"52895","ENSG00000242696.3","misc_RNA"
"52896","ENSG00000204217.16","protein_coding"
"52897","ENSG00000305613.1","lncRNA"
"52898","ENSG00000305616.1","lncRNA"
"52899","ENSG00000305617.1","lncRNA"
"52900","ENSG00000305632.1","lncRNA"
"52901","ENSG00000285634.4","lncRNA"
"52902","ENSG00000182334.3","protein_coding"
"52903","ENSG00000110756.18","protein_coding"
"52904","ENSG00000204681.11","protein_coding"
"52905","ENSG00000083168.11","protein_coding"
"52906","ENSG00000305661.1","lncRNA"
"52907","ENSG00000305664.1","lncRNA"
"52908","ENSG00000305683.1","lncRNA"
"52909","ENSG00000229582.4","lncRNA"
"52910","ENSG00000305689.1","lncRNA"
"52911","ENSG00000257570.1","processed_pseudogene"
"52912","ENSG00000305705.1","lncRNA"
"52913","ENSG00000305718.1","lncRNA"
"52914","ENSG00000182196.14","protein_coding"
"52915","ENSG00000231990.3","lncRNA"
"52916","ENSG00000289490.1","protein_coding"
"52917","ENSG00000270915.1","processed_pseudogene"
"52918","ENSG00000236047.1","processed_pseudogene"
"52919","ENSG00000223619.1","unprocessed_pseudogene"
"52920","ENSG00000233888.2","unprocessed_pseudogene"
"52921","ENSG00000235433.1","unprocessed_pseudogene"
"52922","ENSG00000237542.1","unprocessed_pseudogene"
"52923","ENSG00000233134.1","unprocessed_pseudogene"
"52924","ENSG00000241221.2","unprocessed_pseudogene"
"52925","ENSG00000227454.2","unprocessed_pseudogene"
"52926","ENSG00000305767.1","lncRNA"
"52927","ENSG00000274025.1","miRNA"
"52928","ENSG00000277014.1","miRNA"
"52929","ENSG00000262974.1","processed_pseudogene"
"52930","ENSG00000233311.1","processed_pseudogene"
"52931","ENSG00000256340.11","transcribed_unprocessed_pseudogene"
"52932","ENSG00000138439.12","protein_coding"
"52933","ENSG00000305775.1","lncRNA"
"52934","ENSG00000152784.16","protein_coding"
"52935","ENSG00000291271.1","lncRNA"
"52936","ENSG00000227155.8","lncRNA"
"52937","ENSG00000290953.1","lncRNA"
"52938","ENSG00000178732.6","protein_coding"
"52939","ENSG00000263918.1","miRNA"
"52940","ENSG00000258354.1","lncRNA"
"52941","ENSG00000265537.1","miRNA"
"52942","ENSG00000183458.15","transcribed_unprocessed_pseudogene"
"52943","ENSG00000238018.2","lncRNA"
"52944","ENSG00000207425.1","misc_RNA"
"52945","ENSG00000131236.18","protein_coding"
"52946","ENSG00000285519.1","lncRNA"
"52947","ENSG00000183426.17","protein_coding"
"52948","ENSG00000252507.1","snRNA"
"52949","ENSG00000305801.1","lncRNA"
"52950","ENSG00000227238.1","unitary_pseudogene"
"52951","ENSG00000305822.1","lncRNA"
"52952","ENSG00000065534.20","protein_coding"
"52953","ENSG00000243943.10","protein_coding"
"52954","ENSG00000305829.1","lncRNA"
"52955","ENSG00000305833.1","lncRNA"
"52956","ENSG00000305836.1","lncRNA"
"52957","ENSG00000305849.1","lncRNA"
"52958","ENSG00000234705.4","lncRNA"
"52959","ENSG00000259177.1","lncRNA"
"52960","ENSG00000259212.1","lncRNA"
"52961","ENSG00000305860.1","lncRNA"
"52962","ENSG00000305866.1","lncRNA"
"52963","ENSG00000259314.1","lncRNA"
"52964","ENSG00000305868.1","lncRNA"
"52965","ENSG00000285560.1","lncRNA"
"52966","ENSG00000259746.1","processed_pseudogene"
"52967","ENSG00000305869.1","lncRNA"
"52968","ENSG00000166145.15","protein_coding"
"52969","ENSG00000138675.17","protein_coding"
"52970","ENSG00000305891.1","lncRNA"
"52971","ENSG00000290685.2","lncRNA"
"52972","ENSG00000305910.1","lncRNA"
"52973","ENSG00000305919.1","lncRNA"
"52974","ENSG00000243494.1","processed_pseudogene"
"52975","ENSG00000267149.2","lncRNA"
"52976","ENSG00000305973.1","lncRNA"
"52977","ENSG00000275259.1","miRNA"
"52978","ENSG00000048342.18","protein_coding"
"52979","ENSG00000278265.1","miRNA"
"52980","ENSG00000273804.1","unprocessed_pseudogene"
"52981","ENSG00000305999.1","lncRNA"
"52982","ENSG00000261819.1","processed_pseudogene"
"52983","ENSG00000238728.1","miRNA"
"52984","ENSG00000306036.1","lncRNA"
"52985","ENSG00000157045.9","protein_coding"
"52986","ENSG00000234418.4","lncRNA"
"52987","ENSG00000160439.16","protein_coding"
"52988","ENSG00000306039.1","lncRNA"
"52989","ENSG00000288771.3","lncRNA"
"52990","ENSG00000230316.8","lncRNA"
"52991","ENSG00000236733.2","lncRNA"
"52992","ENSG00000081803.17","protein_coding"
"52993","ENSG00000259080.1","lncRNA"
"52994","ENSG00000306078.1","lncRNA"
"52995","ENSG00000289285.2","lncRNA"
"52996","ENSG00000306113.1","lncRNA"
"52997","ENSG00000228317.3","lncRNA"
"52998","ENSG00000176714.10","protein_coding"
"52999","ENSG00000110768.12","protein_coding"
"53000","ENSG00000306161.1","lncRNA"
"53001","ENSG00000306168.1","lncRNA"
"53002","ENSG00000198522.14","protein_coding"
"53003","ENSG00000306179.1","lncRNA"
"53004","ENSG00000306181.1","lncRNA"
"53005","ENSG00000182326.17","protein_coding"
"53006","ENSG00000306184.1","lncRNA"
"53007","ENSG00000306202.1","lncRNA"
"53008","ENSG00000306240.1","lncRNA"
"53009","ENSG00000281649.4","lncRNA"
"53010","ENSG00000189013.16","protein_coding"
"53011","ENSG00000179335.20","protein_coding"
"53012","ENSG00000085721.13","protein_coding"
"53013","ENSG00000238966.1","snoRNA"
"53014","ENSG00000244235.2","processed_pseudogene"
"53015","ENSG00000253135.1","processed_pseudogene"
"53016","ENSG00000276214.1","processed_pseudogene"
"53017","ENSG00000251306.1","processed_pseudogene"
"53018","ENSG00000202601.4","miRNA"
"53019","ENSG00000202017.1","snRNA"
"53020","ENSG00000213896.4","processed_pseudogene"
"53021","ENSG00000273701.1","misc_RNA"
"53022","ENSG00000275634.1","misc_RNA"
"53023","ENSG00000276233.1","misc_RNA"
"53024","ENSG00000104368.19","protein_coding"
"53025","ENSG00000035499.13","protein_coding"
"53026","ENSG00000306257.1","lncRNA"
"53027","ENSG00000306272.1","lncRNA"
"53028","ENSG00000306278.1","lncRNA"
"53029","ENSG00000306336.1","lncRNA"
"53030","ENSG00000306375.1","lncRNA"
"53031","ENSG00000203321.3","lncRNA"
"53032","ENSG00000230289.2","lncRNA"
"53033","ENSG00000306426.1","lncRNA"
"53034","ENSG00000291167.2","lncRNA"
"53035","ENSG00000214301.4","processed_pseudogene"
"53036","ENSG00000250983.1","processed_pseudogene"
"53037","ENSG00000201827.1","snoRNA"
"53038","ENSG00000264603.1","miRNA"
"53039","ENSG00000256006.1","lncRNA"
"53040","ENSG00000091527.17","protein_coding"
"53041","ENSG00000173432.13","protein_coding"
"53042","ENSG00000289725.2","lncRNA"
"53043","ENSG00000287333.2","lncRNA"
"53044","ENSG00000188599.18","transcribed_unprocessed_pseudogene"
"53045","ENSG00000251303.1","processed_pseudogene"
"53046","ENSG00000250148.1","processed_pseudogene"
"53047","ENSG00000123364.5","protein_coding"
"53048","ENSG00000199990.1","vault_RNA"
"53049","ENSG00000283346.1","miRNA"
"53050","ENSG00000206731.1","snoRNA"
"53051","ENSG00000202111.1","vault_RNA"
"53052","ENSG00000207294.1","misc_RNA"
"53053","ENSG00000202515.1","vault_RNA"
"53054","ENSG00000264115.1","miRNA"
"53055","ENSG00000291275.1","lncRNA"
"53056","ENSG00000240785.3","transcribed_processed_pseudogene"
"53057","ENSG00000119760.16","protein_coding"
"53058","ENSG00000123407.4","protein_coding"
"53059","ENSG00000293053.1","lncRNA"
"53060","ENSG00000290984.1","lncRNA"
"53061","ENSG00000249149.3","transcribed_processed_pseudogene"
"53062","ENSG00000259822.2","processed_pseudogene"
"53063","ENSG00000133216.17","protein_coding"
"53064","ENSG00000213433.6","transcribed_processed_pseudogene"
"53065","ENSG00000275589.1","misc_RNA"
"53066","ENSG00000277994.1","misc_RNA"
"53067","ENSG00000225051.6","transcribed_processed_pseudogene"
"53068","ENSG00000274817.1","misc_RNA"
"53069","ENSG00000277129.1","misc_RNA"
"53070","ENSG00000080603.17","protein_coding"
"53071","ENSG00000287067.2","transcribed_processed_pseudogene"
"53072","ENSG00000306512.1","lncRNA"
"53073","ENSG00000251623.4","transcribed_processed_pseudogene"
"53074","ENSG00000123388.4","protein_coding"
"53075","ENSG00000226926.8","transcribed_unitary_pseudogene"
"53076","ENSG00000264032.1","miRNA"
"53077","ENSG00000289993.2","lncRNA"
"53078","ENSG00000110777.12","protein_coding"
"53079","ENSG00000180818.5","protein_coding"
"53080","ENSG00000163781.14","protein_coding"
"53081","ENSG00000306514.1","lncRNA"
"53082","ENSG00000268238.1","unprocessed_pseudogene"
"53083","ENSG00000164616.17","transcribed_unitary_pseudogene"
"53084","ENSG00000306516.1","lncRNA"
"53085","ENSG00000306523.1","lncRNA"
"53086","ENSG00000306566.1","lncRNA"
"53087","ENSG00000240499.7","lncRNA"
"53088","ENSG00000124440.16","protein_coding"
"53089","ENSG00000306572.1","lncRNA"
"53090","ENSG00000293402.1","lncRNA"
"53091","ENSG00000225050.3","lncRNA"
"53092","ENSG00000197757.8","protein_coding"
"53093","ENSG00000172460.20","transcribed_unitary_pseudogene"
"53094","ENSG00000162076.13","protein_coding"
"53095","ENSG00000306621.1","lncRNA"
"53096","ENSG00000293481.2","lncRNA"
"53097","ENSG00000235459.5","processed_pseudogene"
"53098","ENSG00000207924.3","miRNA"
"53099","ENSG00000180806.5","protein_coding"
"53100","ENSG00000129007.16","protein_coding"
"53101","ENSG00000253099.1","snRNA"
"53102","ENSG00000283602.2","transcribed_unitary_pseudogene"
"53103","ENSG00000255428.1","lncRNA"
"53104","ENSG00000188050.3","protein_coding"
"53105","ENSG00000207811.3","miRNA"
"53106","ENSG00000306640.1","lncRNA"
"53107","ENSG00000207562.3","miRNA"
"53108","ENSG00000235631.2","protein_coding"
"53109","ENSG00000231747.1","processed_pseudogene"
"53110","ENSG00000254980.1","lncRNA"
"53111","ENSG00000306655.1","lncRNA"
"53112","ENSG00000248449.3","transcribed_unitary_pseudogene"
"53113","ENSG00000275961.1","misc_RNA"
